,NAME,income 75K-end,S0601_C01_046E.1,income 50-65K,Health Support,Architectural engineering,Community and Social,Life/Social/Physical science,income 10-15K,Production Occupation,income 15-25K,Fire Fighting,income 65-75K,Construcation & Extraction,income 35-50K,educational attainment,income 25-35K,Transportation,income 0-10K,Computer engineer/science,Sales,Health Technical,Personal care and service,median income,Management income,Health Diagnosing,Busineess Finance Operations,Computer and Math,Office Administrative,"Installation, maintenance, repair",Education,Material Moving,"Arts,sports,design",Building/Grounds Maintenance,"Farming, fishing, forestry",Law Enforcement,Legal,Food Service,state,county,Unnamed: 40
743,"Fairfax County, Virginia",30.7,30.7,8.3,20609,101160,50852,102032,4.8,40370,9.8,32137,4.3,31940,8.7,34.8,7.9,27359,13,101330,32600,45261,18487,53897,102708,82346,83787,101299,35869,49663,44959,16540,52263,21393,31487,92656,129631,15918,51,59,
744,"Fauquier County, Virginia",22.4,22.4,11,32953,111156,59973,31849,7.6,29759,9.5,80088,4.4,51235,11.6,15,9.3,31771,12.3,98377,35290,52373,16955,48895,108093,75747,77940,98596,30409,61554,49016,29663,50270,14493,27366,98370,11474,11941,51,61,
745,"Frederick County, Virginia",12.3,12.3,11.5,26135,80767,42163,106982,7.5,27373,12.9,91019,5,41221,15.4,9.3,11.5,35169,11.9,95987,33684,51336,25167,41543,71250,61116,60918,84937,36440,49841,52652,26786,15032,25919,30142,50840,46168,13015,51,69,
746,"Hanover County, Virginia",17.8,17.8,12,27816,78140,44361,51512,7.7,70469,10.2,37651,4.9,39560,13.8,21.1,11,29986,13.2,79451,41503,23878,17312,46228,81213,57184,60359,82297,33771,52267,47282,25417,57461,6403,6099,62644,44776,11380,51,85,
747,"Henrico County, Virginia",16.1,16.1,9.5,26367,72662,36432,42455,6.7,32409,12.9,37006,3.6,36732,14.9,22.5,11.9,25239,14.6,72372,31135,31096,15691,36788,80742,55999,51909,78073,31034,41631,40358,25625,30291,21691,-666666666,37492,102196,15682,51,87,
748,"James City County, Virginia",17.7,17.7,11.1,28061,41684,48061,-666666666,7.8,20137,11.5,19563,3,22112,12,18.4,10.8,29401,16.6,60801,24760,50449,14700,36909,77921,56957,59298,72063,25641,60019,60310,5703,35577,23610,-666666666,46455,50207,7481,51,95,
749,"Loudoun County, Virginia",33.3,33.3,7.7,23306,121475,55762,90830,5.3,35440,8.5,50692,4.8,41849,9.6,37.3,6.9,39076,12.1,110137,36748,27330,16902,60158,106903,71067,86653,106648,37936,47328,44404,20124,67365,23830,12128,102259,102585,12487,51,107,
750,"Montgomery County, Virginia",10.2,10.2,6.5,23750,76763,41270,38097,8.8,30112,14.7,18033,4.1,34421,11.1,18,7.6,19033,25.5,45253,15164,31165,16535,31183,60038,65452,50543,61908,30356,36734,33740,21210,17736,22414,-666666666,-666666666,-666666666,6581,51,121,
751,"Prince William County, Virginia",23.1,23.1,8.3,22999,85396,43289,52348,6.6,37033,11.4,60568,4.3,31935,10.3,21.5,8.9,30631,12.9,89877,25109,42386,19245,45172,92149,63059,77307,94475,37268,34712,45848,25237,50527,21789,-666666666,86394,82482,13570,51,153,
752,"Roanoke County, Virginia",12.7,12.7,11.4,31153,62214,36267,47051,8.7,46402,11.4,115558,3.9,48341,15.2,21,11.7,38650,12.4,59138,30500,27052,13115,41209,67262,51825,54282,59034,31642,46599,40998,23279,60591,20824,-666666666,41490,80181,14911,51,161,
753,"Rockingham County, Virginia",6.7,6.7,8,21044,65448,36977,-666666666,9.2,26880,15,35402,3.6,37300,14.9,14.1,12.8,40409,20,63894,25477,27000,14557,31574,66780,51574,40398,65375,32018,33684,41511,15380,16869,15743,30273,38482,86250,10397,51,165,
754,"Spotsylvania County, Virginia",17,17,10.1,30343,83230,51141,116167,8.6,36192,11.8,22348,4.1,33245,11.3,15.2,8.9,39656,14.8,90092,24170,40204,13702,40226,79026,71273,70032,92475,32138,36900,42615,24268,17643,16957,-666666666,86083,140360,11663,51,177,
755,"Stafford County, Virginia",23.3,23.3,8.1,17739,103425,45303,61500,6.4,42047,9.7,52326,4.9,30876,10.7,12.6,9.9,46815,12.7,100052,24080,31938,29182,47694,92170,70449,77130,103344,33277,51122,42524,8750,52423,25434,-666666666,107903,116950,11004,51,179,
756,"York County, Virginia",22.7,22.7,9,21995,105614,100104,32346,6.9,50549,9.9,114554,4.7,38015,11.6,17.1,7.9,16759,13.9,85055,30469,33732,9457,44320,62186,80212,69541,79731,29159,49196,42129,20915,36240,12375,-666666666,45440,51042,10553,51,199,
757,"Alexandria city, Virginia",32,32,9.5,30285,76980,65230,76977,5.3,29179,11.3,50034,6,22757,9.7,30.9,7.9,27234,10.6,76509,32151,50321,21446,52292,96331,72471,76435,75905,30050,29665,56637,6695,58460,21757,-666666666,80425,112357,17479,51,510,
758,"Chesapeake city, Virginia",14.3,14.3,10.1,22284,76346,41205,46414,6.5,30640,11.8,40581,4,40365,14,18,10.8,27298,12.5,72287,32339,31811,19593,39464,72153,71556,50059,69485,31872,41962,41327,21958,44277,24763,-666666666,46810,61166,11621,51,550,
759,"Hampton city, Virginia",8,8,8.4,21495,58380,35713,-666666666,9.8,44344,14,55694,4.5,35669,15,14.2,10.6,18512,16.7,60612,14538,35247,10824,31849,59116,61265,41134,64181,30146,44443,34683,10758,45049,19314,-666666666,46657,-666666666,10610,51,650,
760,"Lynchburg city, Virginia",6.8,6.8,5.5,15998,76062,31822,-666666666,12.6,29688,12.7,12907,2.4,14708,8.7,14.6,11,9131,26.2,56649,13515,35689,12496,25345,51632,97318,35938,48505,17027,28784,29286,7235,25154,14514,-666666666,37472,40107,8601,51,680,
761,"Newport News city, Virginia",8.8,8.8,9.5,27477,80507,37723,40440,9,40343,13.6,28713,3,37265,14.3,14.9,11.4,35278,18.1,71812,20648,41953,14650,32326,56623,55277,51081,71819,28910,32687,41477,25843,42383,16456,-666666666,48114,91908,14611,51,700,
762,"Norfolk city, Virginia",8.1,8.1,8.3,15798,65192,36835,80707,9.2,26557,16.8,28550,2.9,30447,11.3,13.2,11.9,35368,16.8,60920,21625,35789,22610,30882,59824,61033,50822,41740,26647,40633,36220,29317,50705,16414,35542,46763,56453,15879,51,710,
763,"Portsmouth city, Virginia",6.4,6.4,9.9,22080,66094,42674,72311,10.5,45640,13.5,30734,3.5,35537,12.3,11.8,12.5,35934,17.9,61058,26583,33148,25549,31515,44412,65472,41250,46953,25496,40794,47416,22386,30841,15938,-666666666,41700,-666666666,8443,51,740,
764,"Richmond city, Virginia",10.4,10.4,5.7,24885,68781,37151,36949,9.3,24564,15.4,35722,2.6,21375,11.7,20.6,11.4,22280,21.1,61118,21161,40384,16619,29618,65522,69131,57932,77563,27014,50457,38966,19141,30010,20723,11534,34864,70655,12560,51,760,
765,"Roanoke city, Virginia",5.4,5.4,6.5,16625,-666666666,35855,-666666666,8.8,31747,19,22073,2.4,20232,14,13.4,13.5,17452,19.5,76230,27793,43505,15353,29160,41310,81268,40472,120511,26977,42545,41653,20593,31419,15315,-666666666,38926,51147,17481,51,770,
766,"Suffolk city, Virginia",13,13,9.5,22286,76657,30712,-666666666,8.3,35117,11.1,61722,3.9,31252,11.8,12.3,12.1,39604,17.5,76542,25082,26538,17131,33344,75693,61125,50880,77090,28570,56635,40525,25815,40758,20928,-666666666,40750,-666666666,10890,51,800,
767,"Virginia Beach city, Virginia",13.3,13.3,10.2,25648,60579,43359,70082,7.3,30738,13.3,26938,4.4,38114,14.8,19,12.6,25325,13.1,70156,28678,33616,21595,36470,67160,65114,51574,71730,30930,47551,41346,26925,35270,23987,14534,47171,70313,15828,51,810,
768,"Benton County, Washington",14.5,14.5,7.4,25777,101858,48089,82256,8.1,39432,14,60290,4.9,62580,10.7,22.3,10.3,37042,15.2,92211,19772,54087,20843,36129,82312,62438,61786,91125,24906,60868,32795,22373,54016,18684,24891,90335,70574,16255,53,5,
769,"Chelan County, Washington",10.3,10.3,7.7,23277,70025,51584,46794,9,30147,15.1,73898,3.8,27246,12.2,14,12.9,51315,17.2,66963,25245,48000,19951,31143,62689,85209,46083,76646,30561,27163,33595,27407,43750,25472,21775,-666666666,65192,12658,53,7,
770,"Clallam County, Washington",7.9,7.9,8.4,18263,67832,41398,27134,12.3,40433,16.3,36396,2.4,50733,13.7,11.6,11,24505,18.4,54583,29590,46496,17934,31881,54855,56109,45534,54494,24299,37549,24689,10750,11005,19152,42361,60722,41071,12511,53,9,
771,"Clark County, Washington",13.1,13.1,8.7,22855,75689,40558,52392,7.1,35135,14.3,21394,4.4,45549,14.2,18.4,10.2,42289,14.5,71968,32626,35488,19247,37829,72443,72436,51263,70038,32488,49620,35360,19592,32089,20827,16359,81045,67389,16633,53,11,
772,"Cowlitz County, Washington",9.1,9.1,7.6,26024,90336,40987,37141,10.1,39300,17,71699,3,43923,13.5,9.8,11.3,32453,16.9,69122,22389,40608,9897,32455,58261,60458,37431,71767,28080,45505,36849,21174,14267,17804,20572,74427,125009,12128,53,15,
773,"Franklin County, Washington",9.4,9.4,7,25742,110705,48468,60918,8.7,28334,14.3,81424,3.3,41591,12.9,12.2,12.2,40221,13.9,67120,44188,25979,27981,31092,38822,71427,75342,76046,29856,71038,23527,35397,-666666666,26191,18953,71451,-666666666,21407,53,21,
774,"Grant County, Washington",7.5,7.5,7.4,25072,57093,27724,37742,7.8,32542,17.9,36469,2.9,47979,11.9,13.1,13,46466,18.4,57182,17013,30917,30360,30557,60055,45345,52899,-666666666,32035,43234,20707,18958,-666666666,10258,20467,62125,-666666666,11579,53,25,
775,"Grays Harbor County, Washington",7.6,7.6,7.9,19938,-666666666,36932,128036,10.9,24366,18.2,34763,3,31909,9.1,9.6,12.5,49187,19,40332,22103,41422,16919,29288,53773,110153,40992,4381,26569,33068,39603,20948,143117,14517,24744,51653,52230,22565,53,27,
776,"Island County, Washington",12.5,12.5,8.2,20930,101341,45870,71114,6.6,31279,17.5,70050,5.9,41250,13.5,16,12.9,45000,12.7,75962,27247,36574,17589,34392,80219,72532,24693,66321,26899,32314,40475,31158,44591,12558,22289,77180,-666666666,9871,53,29,
777,"King County, Washington",23.5,23.5,9.8,30513,95039,41672,57441,6,38324,10.6,28125,4.4,39899,11.2,30.6,9.4,36953,13.6,95625,40336,43453,17375,49431,86017,75175,65848,100728,35222,50566,36389,26685,46630,22855,25468,90642,96896,20359,53,33,
778,"Kitsap County, Washington",13.9,13.9,9.5,19377,76484,33073,58087,7,44034,13.6,39167,4.3,41012,13,18.8,10.9,42912,16.3,72539,21241,51781,16563,36591,63892,67430,50860,65575,31974,49474,34076,17464,48023,19955,10717,66004,100853,15448,53,35,
779,"Lewis County, Washington",6.7,6.7,9.1,20338,-666666666,43571,-666666666,11,36898,14.3,30842,3.4,29677,12,10,11.1,36049,19.6,73155,14766,32083,22338,31288,60658,69543,36458,74206,26745,42100,33617,22191,14963,16262,31150,50677,51620,11747,53,41,
780,"Pierce County, Washington",12,12,9.6,25159,72260,42145,59198,7.4,41038,13.4,37905,4.1,46557,13.5,16,11.5,45420,14.6,72305,30798,37865,19021,37955,62773,68507,51145,75472,32069,46267,42331,30235,30035,22646,27650,65413,51403,15539,53,53,
781,"Skagit County, Washington",11,11,9,27031,70655,32351,30276,8.5,41521,14.6,27857,3.6,41133,12.8,14.6,12.8,45120,17.3,60527,26669,31833,20169,32249,57356,60372,39341,61361,27376,41148,36366,26050,45972,25384,29646,71250,82188,15731,53,57,
782,"Snohomish County, Washington",18,18,9.2,31270,98667,40802,76733,6.8,42448,11.7,41722,4.8,45804,12.9,18.4,10.2,41535,14.1,91076,36107,49474,16660,43511,73680,80206,62096,85637,34653,60623,31081,26991,40697,23492,18007,63200,57521,19247,53,61,
783,"Spokane County, Washington",9.2,9.2,7.6,24508,70275,31485,66086,9.5,32837,15.2,30795,3.4,36683,11.9,17.8,12.3,31631,18.4,64071,30730,41150,17596,31438,61454,68013,48437,60635,27519,31240,33435,24295,30356,18843,13878,66702,72281,14889,53,63,
784,"Thurston County, Washington",13.2,13.2,10.5,20317,81326,41635,62095,7.9,40847,11.3,41369,4.3,36937,13.4,18,11,35628,15.9,72129,31269,35294,14718,37500,65573,64049,56250,73358,33112,51626,30074,18487,26514,19521,40075,54494,71170,15617,53,67,
785,"Whatcom County, Washington",10.8,10.8,7.6,21848,57394,43362,50875,8.1,31188,15.7,27954,4,36053,11.2,17.9,11.4,41667,22,55931,24017,28854,13591,29415,47325,82041,41227,54500,26154,41505,34804,27670,15068,21083,21464,80659,57561,13022,53,73,
786,"Yakima County, Washington",6.8,6.8,5.4,24463,83081,40144,38191,9,30482,18.1,26034,2.3,35206,11.6,12.7,14.3,40768,18.5,39270,26437,50084,14573,28183,50437,62383,48049,37743,30254,41277,40962,25202,21355,20793,20560,51462,77196,13044,53,77,
787,"Berkeley County, West Virginia",9.3,9.3,7.8,25278,55856,27380,101010,9.3,37888,14.6,24881,4.1,45627,15,10,12.6,35998,14.4,75241,26648,43962,13182,35024,61075,56593,47029,76507,28715,52350,39493,16323,51155,27650,27097,60118,37644,9170,54,3,
788,"Cabell County, West Virginia",6.8,6.8,8.1,20643,75964,29439,27319,9.7,41333,16,17976,1.6,39650,10.4,13.2,11,35116,22.5,60698,16926,36588,15427,29724,41593,60537,37762,41406,22838,55152,41144,18009,22337,30593,-666666666,41096,29265,11701,54,11,
789,"Harrison County, West Virginia",8,8,9.3,16622,41731,30777,37664,9.3,44434,15.4,6956,2.9,32294,11.9,12.3,11.7,55224,17.6,40406,26364,50203,25620,35386,59219,60829,42491,26090,26380,48261,40026,36373,37444,13048,-666666666,65145,48750,21974,54,33,
790,"Kanawha County, West Virginia",7.4,7.4,7.4,23183,67383,35128,31474,9.4,39272,15.9,23514,3.4,32487,15.3,12.5,12.5,31569,17.1,48500,22243,30558,15263,31799,58804,54284,47491,48000,28499,41350,40678,22823,36529,18193,-666666666,45265,49840,13708,54,39,
791,"Monongalia County, West Virginia",10.9,10.9,7.2,20583,61618,26806,38732,6.6,27035,13.3,-666666666,1.7,60507,11.9,18.5,8.8,27014,22.3,44958,23259,31563,4499,32559,58512,57558,37193,51406,27947,32011,31459,7398,11863,21207,-666666666,62975,35540,9638,54,61,
792,"Raleigh County, West Virginia",5.8,5.8,6.2,22387,87313,33600,46013,10.8,24520,19.4,72250,2.5,31696,9.8,10.4,13.8,30362,17.7,50026,20526,23260,21638,27090,41420,80207,37407,38032,26508,36528,40154,19726,-666666666,18063,-666666666,37975,-666666666,14754,54,81,
793,"Wood County, West Virginia",7.3,7.3,6.2,21542,71840,26962,53667,12.2,32065,19.3,20218,2.6,30569,10.8,11.3,12,30735,19.7,51168,19844,25387,20979,26145,65561,54874,40042,41639,21646,32058,41750,20552,14262,15420,-666666666,26455,45096,10217,54,107,
794,"Brown County, Wisconsin",9.9,9.9,10.2,23797,62700,44375,61657,8.2,35487,14.8,30068,3.7,40488,15.2,19.9,13.3,35632,16.3,62233,26390,35799,16257,34352,56067,52171,50137,61563,30393,42135,40625,22766,27075,23410,26140,51017,82724,11683,55,9,
795,"Dane County, Wisconsin",15.5,15.5,10.6,22128,62295,36069,41044,7.6,31348,12.4,29898,4.4,40448,13.9,29.8,12.6,27211,16.3,56013,31566,35432,17046,36593,63630,72824,55466,63573,30194,37269,35289,20382,37869,23550,27097,60868,65102,11328,55,25,
796,"Dodge County, Wisconsin",6.3,6.3,9.5,18739,67352,41044,50943,9.3,36014,15.9,44121,4.4,48819,15.8,11.4,15.4,39434,14.1,62031,31298,41657,20688,34691,60205,55441,50292,51442,27269,49562,31611,33725,31540,30817,20997,50229,63854,16680,55,27,
797,"Eau Claire County, Wisconsin",8.2,8.2,10,21864,56703,24673,9406,9.6,22687,17,4701,2.5,40400,14.1,19.3,12.8,26689,18.3,47590,29714,27087,9652,29298,51519,56624,48398,50850,25389,41360,29821,24156,25134,15308,7456,40047,41034,10766,55,35,
798,"Fond du Lac County, Wisconsin",8.7,8.7,10.7,23965,65585,30575,44635,8.4,37009,16,4557,3.3,55658,14.9,15.5,14,38306,15.4,60500,26692,32330,18693,33608,42328,55063,47467,57036,26785,49568,45641,27122,25207,12242,16667,57554,141234,10145,55,39,
799,"Jefferson County, Wisconsin",8.3,8.3,10.6,22606,65827,49370,37086,8.9,35671,15.1,30918,3.8,41181,16.1,13.8,13.9,45352,15.7,64916,25938,41058,16096,34823,50059,51672,47432,74982,30345,47160,32638,28803,18565,27279,28823,51987,35107,10430,55,55,
800,"Kenosha County, Wisconsin",10.4,10.4,8.1,25334,52361,36767,50285,9,32436,17,28817,4.1,50414,13,14.5,11.9,32109,17.3,55869,21751,35143,15768,31998,66555,63832,51456,65171,30835,50085,27393,21782,27321,19086,7155,51574,60870,10740,55,59,
801,"La Crosse County, Wisconsin",8.5,8.5,8.3,20958,51080,27923,35625,9.9,28648,15.4,31953,2.8,35765,13.8,20.4,12.4,39495,21.4,50431,31172,36111,11148,29899,48119,66402,48496,56236,23964,52309,45956,19972,31790,22724,11889,68750,56275,11513,55,63,
802,"Manitowoc County, Wisconsin",6.4,6.4,10.2,29196,56473,30764,29804,10.7,40241,18.7,70845,3,36956,16.5,12.4,13.5,36711,13.8,54468,18878,37096,15365,33636,57219,47330,34781,44972,27298,51953,37793,31423,36923,23390,26393,52188,31996,14764,55,71,
803,"Marathon County, Wisconsin",9.2,9.2,8.8,21108,55604,30206,61750,9.4,34728,15.9,15739,4.1,43506,16.6,15.8,14.3,32648,13.8,58843,34206,40467,18276,34753,51580,60478,42219,60076,28010,40525,43848,30063,40195,23454,27427,58685,110304,10390,55,73,
804,"Milwaukee County, Wisconsin",8.8,8.8,8.5,23258,58309,37216,43961,8.9,30630,15.4,26594,3.6,35350,13.5,20.4,11.6,35349,17.3,57259,26218,34301,16633,32296,62318,57947,50650,59622,31683,39421,37643,21541,38957,19562,23788,70685,60039,12690,55,79,
805,"Outagamie County, Wisconsin",11.3,11.3,9.8,19033,68983,42832,36328,7.7,38993,15.4,7190,3.9,45933,15.9,20.1,12.1,37229,16.6,61516,30104,29293,10562,36093,62330,53642,46637,71934,28101,50583,45112,23146,16071,17815,22132,61063,65890,12619,55,87,
806,"Ozaukee County, Wisconsin",20.1,20.1,10.3,19871,75260,46758,90078,6.7,44481,12.2,21250,5,55132,12.8,28.7,9.3,41845,15.6,75525,41425,35060,14660,42287,76510,70738,60349,75691,23011,42012,30570,16534,48487,9234,2499,78563,90833,9785,55,89,
807,"Portage County, Wisconsin",9.8,9.8,9.6,19268,55015,41360,51688,8.9,33988,16,25083,4.1,44375,13.5,20.8,10.7,46783,21.5,56371,21798,22492,10983,30731,52447,50938,37219,58547,25336,41192,40914,28639,25977,20893,20830,51861,46250,5895,55,97,
808,"Racine County, Wisconsin",10.1,10.1,11,24018,70534,43812,51777,9,31895,15.8,41891,3.6,50614,13.6,15.5,11.6,38635,14.9,60171,21429,29670,12875,35460,70864,51127,50593,65441,29961,48995,40731,25090,41722,22522,20727,56004,43609,11387,55,101,
809,"Rock County, Wisconsin",7.8,7.8,9.4,24984,65073,34706,66101,9.2,35089,17.4,25313,3.8,35520,15.4,14.5,13,37376,15,58125,23299,31500,16172,32265,50789,61385,45885,56274,25371,45350,43949,24595,38117,16608,23723,52115,62648,12018,55,105,
810,"St. Croix County, Wisconsin",13.2,13.2,14.1,26071,70594,60904,60522,7.3,39957,13.2,-666666666,5.6,36529,14.7,17,11.7,36547,12.6,66016,36408,41129,17188,40866,65870,51396,59500,70222,37867,46232,39814,29930,18416,29384,25417,61689,41667,19960,55,109,
811,"Sheboygan County, Wisconsin",9.1,9.1,11.2,23675,69979,37024,55918,8.3,36696,15.4,28774,3.6,41718,15,15.7,13.3,12498,14.2,68521,26308,35050,12234,35949,56758,60104,52932,70714,30016,53413,51394,37427,55899,24688,30599,42170,36232,10617,55,117,
812,"Walworth County, Wisconsin",9.1,9.1,9.9,22522,71339,15906,31831,8.2,27175,15.4,12491,2.6,42049,13,17.3,12.2,31891,21.5,61620,20696,32357,9229,30293,49554,61690,39809,60550,25065,41894,47591,21976,21978,20956,22637,53533,60855,10139,55,127,
813,"Washington County, Wisconsin",12.5,12.5,12.1,27913,76334,47997,35372,7.7,39546,14.3,75078,5.5,60512,16,18.9,12.4,44660,12.9,75511,30620,41143,15573,40827,74458,55081,49610,75280,31099,51830,31362,32333,14792,26225,21840,80034,61079,16021,55,131,
814,"Waukesha County, Wisconsin",18.6,18.6,11.3,22013,78102,41563,61700,7.2,44831,11.8,44016,5.5,52784,14,26.2,10,37196,14,72993,41403,37251,11330,45409,82142,65482,56177,72945,32249,51985,42698,25784,35887,21627,40410,72000,82833,8565,55,133,
815,"Winnebago County, Wisconsin",8,8,9.9,16609,61481,22396,44773,8.3,35755,15.3,15984,3.6,45056,14.5,18.3,12.8,36614,16.2,55733,30775,34727,12763,31717,63218,55580,40026,55357,26564,42477,35297,23514,41056,20074,31558,50343,22657,10541,55,139,
816,"Wood County, Wisconsin",7.7,7.7,8.6,24929,60208,29310,71918,10.3,32088,16.4,24531,4.4,31166,15.6,12.3,12.7,37112,17.6,67722,24085,31121,18354,31743,70293,62382,31771,68797,27072,36979,38947,31338,22429,28875,35523,-666666666,50401,10325,55,141,
817,"Laramie County, Wyoming",13.5,13.5,11.4,11398,71035,22045,46920,7.3,43178,13,43488,4.6,51833,12.6,18,12.2,61510,18,57264,25347,26739,13013,37680,51299,75515,48263,55363,30455,55227,45947,21910,40938,18026,31107,55848,62223,13468,56,21,
818,"Natrona County, Wyoming",12.6,12.6,9.2,27043,82469,40469,54519,8.6,55267,14.5,6577,4.4,50971,13.2,15.4,12.5,41712,15.1,71601,31074,41782,15745,34014,60309,76362,62475,61063,27526,41858,40824,14608,4747,32033,8414,59660,46715,14373,56,25,
819,"Arecibo Municipio, Puerto Rico",null,null,null,-666666666,51900,23032,30767,null,17385,null,12757,null,16294,null,null,null,18688,null,31640,9260,6740,12369,16556,37661,40896,39636,-666666666,17148,15069,21827,12196,19654,12340,8047,32722,-666666666,6777,72,13,
820,"Bayamón Municipio, Puerto Rico",null,null,null,18063,20974,21380,38710,null,22926,null,15784,null,15905,null,null,null,15722,null,41250,16999,18625,12000,18705,38220,30539,31064,46086,19144,19565,20324,17831,30448,11339,-666666666,31624,21941,8987,72,21,
821,"Caguas Municipio, Puerto Rico",null,null,null,15180,70301,30080,15660,null,19016,null,14476,null,17863,null,null,null,17049,null,51613,11671,22636,2499,19572,45041,31056,31473,33547,18624,22688,29976,16706,19157,7712,-666666666,26201,50812,8242,72,25,
822,"Carolina Municipio, Puerto Rico",null,null,null,15960,48575,27606,34848,null,17111,null,16839,null,13122,null,null,null,25250,null,37317,14454,24197,14729,20694,36137,38571,34637,35175,20734,17060,19863,16755,19979,10266,-666666666,34367,33071,9070,72,31,
823,"Guaynabo Municipio, Puerto Rico",null,null,null,9079,61437,21982,45690,null,16322,null,15384,null,97959,null,null,null,22431,null,58769,18050,62000,16355,26521,50758,50923,47466,57872,21033,19044,26992,18168,16726,13998,-666666666,31434,71020,12685,72,61,
824,"Mayagüez Municipio, Puerto Rico",null,null,null,8450,19717,19413,-666666666,null,18897,null,13499,null,14522,null,null,null,13630,null,19048,7735,18102,3861,14412,38073,242207,24016,-666666666,16532,26563,31057,10888,-666666666,9718,-666666666,35262,30903,7135,72,97,
825,"Ponce Municipio, Puerto Rico",null,null,null,9236,88714,24305,-666666666,null,18857,null,10515,null,9821,null,null,null,14933,null,45000,13973,21250,5735,16107,36820,31381,20021,-666666666,18497,13843,21975,11083,2499,8911,-666666666,25404,40561,10134,72,113,
